ano_orcamento;cod_centro;desc_centro;grupo_centro
2018;2018-40101030101;COORD. TECNOLOGIA DA INFORMACAO;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2018;2018-40101030102;MODERNIZAÇÃO TECNOLOGICA DA AREA INTEGRA;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2018;2018-40101030103;GERENCIA DE TECNOLOGIA E IOT;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2018;2018-40101030201;COORDENADORIA DE INTELIGENCIA DE DADOS;GESTÃO DE INFORMAÇÃO E DOCUMENTAÇÃO
2018;2018-40111010101;T&D DIRETORIA EXECUTIVA;ETD DO APOIO
2018;2018-40111010102;T&D DICOM;ETD DO APOIO
2018;2018-40111010103;T&D GEDEHP;ETD DO APOIO
2018;2018-40111010104;T&D CPL;ETD DO APOIO
2018;2018-40111010105;T&D COSUP;ETD DO APOIO
2018;2018-40111010106;T&D COC;ETD DO APOIO
2018;2018-40111010107;T&D COFIT;ETD DO APOIO
2018;2018-40111010108;T&D COTIN;ETD DO APOIO
2019;2019-40101010102;COORDENADORIA DE PATRIMONIO E LOGISTICA;GESTÃO ADMINISTRATIVA
2019;2019-40101010103;COORDENADORIA DE SUPRIMENTO;GESTÃO ADMINISTRATIVA
2019;2019-40101010104;AREA ADMINISTRATIVA;GESTÃO ADMINISTRATIVA
2019;2019-40101010105;REESTRUTURACAO CONDOMINIO;GESTÃO ADMINISTRATIVA
2019;2019-40101010106;MIDIAS INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2019;2019-40101010107;ACOES REGIONAIS - INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2019;2019-40101010109;DIRETORIA EXECUTIVA;GESTÃO ADMINISTRATIVA
2019;2019-40101010201;COORDENADORIA FINANCEIRA E TRIBUTARIA;GESTÃO FINANCEIRA
2019;2019-40101010203;COORDENADORIA DE CONTABILIDADE;GESTÃO FINANCEIRA
2019;2019-40101010204;GERENCIA PLANEJ.ORCAM E CONTABIL;GESTÃO FINANCEIRA
2019;2019-40101020205;GERENCIA DE GESTAO E DESENV DE PESSOAS;DESENVOLVIMENTO ORGANIZACIONAL
2019;2019-40101030101;COORD. TECNOLOGIA DA INFORMACAO;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2019;2019-40101030103;GERENCIA DE TECNOLOGIA E IOT;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2019;2019-40101030201;COORDENADORIA DE INTELIGENCIA DE DADOS;GESTÃO DE INFORMAÇÃO E DOCUMENTAÇÃO
2019;2019-40111010101;T&D DIRETORIA EXECUTIVA;ETD DO APOIO
2019;2019-40111010103;T&D GEDEHP;ETD DO APOIO
2019;2019-40111010104;T&D CPL;ETD DO APOIO
2019;2019-40111010105;T&D COSUP;ETD DO APOIO
2019;2019-40111010106;T&D COC;ETD DO APOIO
2019;2019-40111010107;T&D COFIT;ETD DO APOIO
2019;2019-40111010108;T&D COTIN;ETD DO APOIO
2019;2019-40111010109;T&D GEPLANC;ETD DO APOIO
2019;2019-40111010110;T&D GETIN;ETD DO APOIO
2020;2020-40101010102;COORDENADORIA DE PATRIMONIO E LOGISTICA;GESTÃO ADMINISTRATIVA
2020;2020-40101010103;COORDENADORIA DE SUPRIMENTO;GESTÃO ADMINISTRATIVA
2020;2020-40101010104;AREA ADMINISTRATIVA;GESTÃO ADMINISTRATIVA
2020;2020-40101010105;REESTRUTURACAO CONDOMINIO;GESTÃO ADMINISTRATIVA
2020;2020-40101010106;MIDIAS INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2020;2020-40101010107;ACOES REGIONAIS - INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2020;2020-40101010109;DIRETORIA EXECUTIVA;GESTÃO ADMINISTRATIVA
2020;2020-40101010110;IMPLANTACAO DE OS SOFTWARE ERP;GESTÃO ADMINISTRATIVA
2020;2020-40101010201;COORDENADORIA FINANCEIRA E TRIBUTARIA;GESTÃO FINANCEIRA
2020;2020-40101010203;COORDENADORIA DE CONTABILIDADE;GESTÃO FINANCEIRA
2020;2020-40101010204;GERENCIA PLANEJ.ORCAM E CONTABIL;GESTÃO FINANCEIRA
2020;2020-40101020205;GERENCIA DE GESTAO E DESENV DE PESSOAS;DESENVOLVIMENTO ORGANIZACIONAL
2020;2020-40101030101;COORD. TECNOLOGIA DA INFORMACAO;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2020;2020-40101030103;GERENCIA DE TECNOLOGIA E IOT;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2020;2020-40101030201;COORDENADORIA DE INTELIGENCIA DE DADOS;GESTÃO DE INFORMAÇÃO E DOCUMENTAÇÃO
2020;2020-40111010101;T&D DIRETORIA EXECUTIVA;ETD DO APOIO
2020;2020-40111010103;T&D GEDEHP;ETD DO APOIO
2020;2020-40111010104;T&D CPL;ETD DO APOIO
2020;2020-40111010105;T&D COSUP;ETD DO APOIO
2020;2020-40111010107;T&D COFIT;ETD DO APOIO
2020;2020-40111010109;T&D GEPLANC;ETD DO APOIO
2020;2020-40111010110;T&D GETIN;ETD DO APOIO
2021;2021-40101010102;COORDENADORIA DE PATRIMONIO E LOGISTICA;GESTÃO ADMINISTRATIVA
2021;2021-40101010103;COORDENADORIA DE SUPRIMENTO;GESTÃO ADMINISTRATIVA
2021;2021-40101010104;AREA ADMINISTRATIVA;GESTÃO ADMINISTRATIVA
2021;2021-40101010105;REESTRUTURACAO CONDOMINIO;GESTÃO ADMINISTRATIVA
2021;2021-40101010106;MIDIAS INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2021;2021-40101010107;ACOES REGIONAIS - INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2021;2021-40101010109;DIRETORIA EXECUTIVA;GESTÃO ADMINISTRATIVA
2021;2021-40101010110;IMPLANTACAO DE OS SOFTWARE ERP;GESTÃO ADMINISTRATIVA
2021;2021-40101010201;COORDENADORIA FINANCEIRA E TRIBUTARIA;GESTÃO FINANCEIRA
2021;2021-40101010203;COORDENADORIA DE CONTABILIDADE;GESTÃO FINANCEIRA
2021;2021-40101010204;GERENCIA PLANEJ.ORCAM E CONTABIL;GESTÃO FINANCEIRA
2021;2021-40101020205;GERENCIA DE GESTAO E DESENV DE PESSOAS;DESENVOLVIMENTO ORGANIZACIONAL
2021;2021-40101030101;COORD. TECNOLOGIA DA INFORMACAO;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2021;2021-40101030103;GERENCIA DE TECNOLOGIA E IOT;GESTÃO DE TECNOLOGIA DA INFORMAÇÃO
2021;2021-40101030201;COORDENADORIA DE INTELIGENCIA DE DADOS;GESTÃO DE INFORMAÇÃO E DOCUMENTAÇÃO
2021;2021-40111010101;T&D DIRETORIA EXECUTIVA;ETD DO APOIO
2021;2021-40111010103;T&D GEDEHP;ETD DO APOIO
2021;2021-40111010104;T&D CPL;ETD DO APOIO
2021;2021-40111010105;T&D COSUP;ETD DO APOIO
2021;2021-40111010107;T&D COFIT;ETD DO APOIO
2021;2021-40111010109;T&D GEPLANC;ETD DO APOIO
2021;2021-40111010110;T&D GETIN;ETD DO APOIO
2017;2017-30101010301;GESTAO DOS CONSELHOS TEMATICOS;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010302;COEMA CONSELHO TEMATICO MEIO AMBIENTE;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010303;COINFRA CONSELHO TEMATICO INFRA ESTRUT;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010304;COMPEM CONSELHO TEMATICO MECRO E PEQ;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010305;CORES CONSELHO TEMATICO RESPONSABILIDA;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010306;COSELHO TEMATICO - RELACOES DE TRABALHO;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101010307;CDTI CONSELHO TEMATICO DESENV TECNOL;FORUNS, COMITES, CONSELHOS E REDES TEMAT
2017;2017-30101020101;GESTAO TECNICA DA DEFESA DE INTERESSE DA;GESTAO TECNICA DA DEFESA DE INTERESSE DA
2017;2017-30102010101;PESQUISAS, INFORMACOES E SERVICOS;COMPETITITVIDADE INDUSTRIAL
2017;2017-30102010102;PROCOMPI VESTUARIO;COMPETITITVIDADE INDUSTRIAL
2017;2017-30102010103;PROCOMPI PANIFICACAO;COMPETITITVIDADE INDUSTRIAL
2017;2017-30102010104;PROCOMPI;COMPETITITVIDADE INDUSTRIAL
2017;2017-30102020103;APEX;GESTAO TECNICA DA COMPETITIVIDADE INDUST
2017;2017-30102020104;ACOES ESTRATEGICAS;GESTAO TECNICA DA COMPETITIVIDADE INDUST
2017;2017-30103010101;CIN CENTRO INTERNACIONAL DE NEGOCIOS;COMERCIO EXTERIOR
2017;2017-30103010102;CIN - PONTA PORA;COMERCIO EXTERIOR
2017;2017-30103010103;CIN - CORUMBA;COMERCIO EXTERIOR
2017;2017-30105020101;ASSESSORIA SINDICAL;ACOES DE DESENVOLVIMENTO DOS SINDICATOS
2017;2017-30105020102;DESENVOLVIMENTO ASSOCIATIVO PDA;ACOES DE DESENVOLVIMENTO DOS SINDICATOS
2017;2017-30106010101;INOV MERCADO MICRO E PE;FORTALECIMENTO DA MICRO E PEQ EMPRESA
2017;2017-30111010101;T&D ASSESSORIA SINDICAL;ETD DA DEFESA DE INTERESSES
2017;2017-30111010102;T&D CENTRO INTERNACIONAL DE NEGOCIOS;ETD DA DEFESA DE INTERESSES
2018;2018-30101010301;GESTÃO DOS CONSELHOS TEMATICOS;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010302;COEMA CONSELHO TEMATICO MEIO AMBIENTE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010303;COINFRA CONSELHO TEMATICO INFRA ESTRUT;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010304;COMPEM CONSELHO TEMATICO MICRO E PEQ;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010305;CORES CONSELHO TEMATICO RESPONSABILIDADE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010306;CONSELHO TEMATICO RELAÇÕES DE TRABALHO;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30101010307;CDTI CONSLEHO TEMATICO DESENV. TECNOL;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2018;2018-30102010101;REVISTA MS INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2018;2018-30102010102;SONDAGEM INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2018;2018-30102010301;PROGRAMA ECOEFICÊNCIA;MEIO AMBIENTE
2018;2018-30102010401;PROGRAMA GESTÃO ENERGÉTICA;INFRA ESTRUTURA
2018;2018-30103010101;CIN CENTRO INTERNACIONAL DE NEGOCIOS;COMÉRCIO EXTERIOR
2018;2018-30105020101;ASSESSORIA SINDICAL;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2018;2018-30105020102;DESENVOLVIMENTO ASSOCIATIVO PDA;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2018;2018-30106010101;INOV MERCADO MICRO E PEQUENA;FORTALECIMENTO DA MICRO E PEQUENA EMPRES
2018;2018-30111010101;T&D ASSESSORIA SINDICAL;ETD DA DEFESA DE INTERESSES
2018;2018-30111010102;T&D CENTRO INTERNACIONAL DE NEGOCIOS;ETD DA DEFESA DE INTERESSES
2019;2019-30101010301;GESTAO DOS CONSELHOS TEMATICOS;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010302;COEMA CONSELHO TEMATICO MEIO AMBIENTE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010303;COINFRA CONSELHO TEMATICO INFRA ESTRUT;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010304;COMPEM CONSELHO TEMATICO MICRO E PEQ;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010305;CORES CONSELHO TEMATICO RESPONSABILIDADE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010306;CONSELHO TEMATICO RELACOES DE TRABALHO;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30101010307;CDTI CONSELHO TEMATICO DESENV. TECNOL;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2019;2019-30102010101;REVISTA MS INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2019;2019-30102010102;SONDAGEM INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2019;2019-30102010301;PROGRAMA ECOEFICENCIA;MEIO AMBIENTE E SUSTENTABILIDADE
2019;2019-30102010401;PROGRAMA GESTAO ENERGETICA;INFRA ESTRUTURA
2019;2019-30103010101;CIN - CAMPO GRANDE;COMÉRCIO EXTERIOR
2019;2019-30103010102;CIN - CORUMBA;COMÉRCIO EXTERIOR
2019;2019-30105020101;ASSESSORIA SINDICAL;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2019;2019-30105020102;DESENVOLVIMENTO ASSOCIATIVO PDA;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2019;2019-30111010101;T&D ASSESSORIA SINDICAL;ETD DA DEFESA DE INTERESSES
2019;2019-30111010102;T&D CENTRO INTERNACIONAL DE NEGOCIOS;ETD DA DEFESA DE INTERESSES
2020;2020-30101010301;GESTAO DOS CONSELHOS TEMATICOS;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010302;COEMA CONSELHO TEMATICO MEIO AMBIENTE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010303;COINFRA CONSELHO TEMATICO INFRA ESTRUT;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010304;COMPEM CONSELHO TEMATICO MICRO E PEQ;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010305;CORES CONSELHO TEMATICO RESPONSABILIDADE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010306;CONSELHO TEMATICO RELACOES DE TRABALHO;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30101010307;CDTI CONSELHO TEMATICO DESENV. TECNOL;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2020;2020-30102010101;REVISTA MS INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2020;2020-30102010102;SONDAGEM INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2020;2020-30102010301;PROGRAMA ECOEFICENCIA;MEIO AMBIENTE E SUSTENTABILIDADE
2020;2020-30102010401;PROGRAMA GESTAO ENERGETICA;INFRA ESTRUTURA
2020;2020-30103010101;CIN - CAMPO GRANDE;COMÉRCIO EXTERIOR
2020;2020-30103010102;CIN - CORUMBA;COMÉRCIO EXTERIOR
2020;2020-30105020101;ASSESSORIA SINDICAL;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2020;2020-30105020102;DESENVOLVIMENTO ASSOCIATIVO PDA;AÇÕES DE DESENVOLVIMENTO DOS SINDICATOS
2020;2020-30111010101;T&D ASSESSORIA SINDICAL;ETD DA DEFESA DE INTERESSES
2020;2020-30111010102;T&D CENTRO INTERNACIONAL DE NEGOCIOS;ETD DA DEFESA DE INTERESSES
2021;2021-30101010301;GESTAO DOS CONSELHOS TEMATICOS;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010302;COEMA CONSELHO TEMATICO MEIO AMBIENTE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010303;COINFRA CONSELHO TEMATICO INFRA ESTRUT;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010304;COMPEM CONSELHO TEMATICO MICRO E PEQ;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010305;CORES CONSELHO TEMATICO RESPONSABILIDADE;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010306;CONSELHO TEMATICO RELACOES DE TRABALHO;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010307;CDTI CONSELHO TEMATICO DESENV. TECNOL;FÓRUNS, COMITÊS, CONSELHOS E REDES TEMÁT
2021;2021-30101010401;REVISTA MS INDUSTRIAL;DISSEMINAÇÃO DE INFORMAÇÕES
2021;2021-30102010102;SONDAGEM INDUSTRIAL;COMPETITIVIDADE INDUSTRIAL
2021;2021-30102010301;PROGRAMA ECOEFICENCIA;MEIO AMBIENTE E SUSTENTABILIDADE
2021;2021-30103010101;CIN - CAMPO GRANDE;COMÉRCIO EXTERIOR
2021;2021-30103010103;INTERNACIONALIZACAO DE PEQUENOS NEGOCIOS;COMÉRCIO EXTERIOR
2021;2021-30107010101;ASSESSORIA SINDICAL;AÇÕES DE ASSOCIATIVISMO
2021;2021-30107010102;DESENVOLVIMENTO ASSOCIATIVO PDA;AÇÕES DE ASSOCIATIVISMO
2021;2021-30111010101;T&D ASSESSORIA SINDICAL;ETD DA DEFESA DE INTERESSES
2021;2021-30111010102;T&D CIN;ETD DA DEFESA DE INTERESSES
2017;2017-20101010101;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA
2017;2017-20101010301;ADMINISTRACAO CORPORATIVA;ADMINISTRACAO CORPORATIVA
2017;2017-30703010102;AREA DE RELACOES COM O MERCADO ARM;ATENDIMENTO DE CLIENTES
2017;2017-30703010103;CADASTRO INDUSTRIAL;ATENDIMENTO DE CLIENTES
2017;2017-30703010201;PREMIO DE JORNALISMO;MARKETING
2017;2017-30703010202;CRM GESTÃO DE RELACIONAM. COM O MERCADO;MARKETING
2017;2017-30703010203;ESTRUTURA E FORTALEC DA FUNCAO MERCADO;MARKETING
2017;2017-30710010101;GESTAO DAS UNIDADES OPERACIONAIS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010102;DIRETORIA TÉCNICA;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010103;ASSESSORIA DE RELACOES COM O MERCADO;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010104;GERENCIA EXECUTIVA;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010105;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010106;PLANO DE MODERNIZ FISICA E TECNOLOGICA;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010107;AMPLIAÇÃO DE FATEC SENAI CAMPO GRANDE;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010108;PLANEJAMENTO TATICO E OPERACIONAL;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010109;PROGRAMAS E PROJETOS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010110;GESTAO DE MERCADO E PROJETOS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010111;MODERN TECNOL E DE MOB DA UNID SESI-SST;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010112;MUNDO SENAI;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010113;MODERNIZACAO FISICA E TECNOL 2016-2017;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010114;REFORMA E AMPL DO LAB MICROBI E CANTINA;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010115;REFORM E AMPL DO BLOCO SENAI EMPRESAS CG;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010116;PDI ENSINO SUP ESCOLA DA CONSTRUCAO;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010117;INSTALAÇÃO DE USINAS FOTOVOLTAICAS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010120;GC_COMPRAS_ALMOX_PATRIM;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010121;GC_DP_RH;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010122;GC_FINANC_CONTAB;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010123;GC_MANUTEN;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010124;GC_TI;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010125;GC_BIBLIOTECA;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010126;GC_RECEP_ATEND;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010127;CONSTRUCAO DO SESI SST;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010128;REVITALIZACAO SALAS DE AULAS MOVEIS E AL;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010129;PROJETO DE MELHORIAS E MODERNIZ. DE TI;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010130;PROJ REFORMA  ADEQUACAO ACESSIBILIDADE;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010131;AMPLIACAO ESTACIONAMENTO FATEC SENAI CG;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30710010190;ACOES ESTRATEGICAS;GESTAO DAS UNIDADES OPERACIONAIS
2017;2017-30711010101;T&D DO SUPORTE AO NEGOCIO;T&D
2017;2017-30711010102;T&D DA DIRETORIA TECNICA;T&D
2018;2018-20101010101;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA;TRANSFERÊNCIAS REGIMENTAIS E REGULAMENTA
2018;2018-20101010301;ADMINISTRACAO CORPORATIVA;ADMINISTRAÇÃO CORPORATIVA
2018;2018-30601030201;PROJETO ATUANTE FIEMSXSESI;EVENTOS
2018;2018-30601030301;ACAO GLOBAL;EVENTOS
2018;2018-30601030501;ACOES DE CIDADANIA;EVENTOS
2018;2018-30703010101;GESTAO DE MERCADO;ATENDIMENTO DE CLIENTES
2018;2018-30703010102;GERENCIA DE MERCADO;ATENDIMENTO DE CLIENTES
2018;2018-30703010103;CADASTRO INDUSTRIAL;ATENDIMENTO DE CLIENTES
2018;2018-30703010201;PREMIO DE JORNALISMO;MARKETING
2018;2018-30703010202;CRM GESTAO DE RELACIONAM. COM O MERCADO;MARKETING
2018;2018-30703010203;ESTRUTURA E FORTALEC DA FUNCAO MERCADO;MARKETING
2018;2018-30711010101;T&D DO SUPORTE AO NEGOCIO;T&D
2018;2018-30711010102;T&D DA DIRETORIA TECNICA;T&D
2019;2019-20101010101;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA;TRANSFERÊNCIAS REGIMENTAIS E REGULAMENTA
2019;2019-20101010301;ADMINISTRACAO CORPORATIVA;ADMINISTRAÇÃO CORPORATIVA
2019;2019-30601030301;ACAO GLOBAL;EVENTOS
2019;2019-30601030501;ACOES DE CIDADANIA;EVENTOS
2019;2019-30703010102;GERENCIA DE MERCADO;ATENDIMENTO DE CLIENTES
2019;2019-30703010103;CADASTRO INDUSTRIAL;ATENDIMENTO DE CLIENTES
2019;2019-30703010201;PREMIO DE JORNALISMO;MARKETING
2019;2019-30703010202;CRM GESTAO DE RELACIONAM COM O MERCADO;MARKETING
2019;2019-30711010101;T&D DO SUPORTE AO NEGOCIO;T&D
2020;2020-20101010101;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA;TRANSFERÊNCIAS REGIMENTAIS E REGULAMENTA
2020;2020-20101010301;ADMINISTRACAO CORPORATIVA;ADMINISTRAÇÃO CORPORATIVA
2020;2020-30601030501;ACOES DE CIDADANIA;EVENTOS
2020;2020-30703010102;GERENCIA DE MERCADO;ATENDIMENTO DE CLIENTES
2020;2020-30703010103;CADASTRO INDUSTRIAL;ATENDIMENTO DE CLIENTES
2020;2020-30703010201;PREMIO DE JORNALISMO;MARKETING
2020;2020-30703010202;CRM GESTAO DE RELACIONAM COM O MERCADO;MARKETING
2020;2020-30711010101;T&D DO SUPORTE AO NEGOCIO;T&D
2021;2021-20101010101;TRANSFERENCIAS REGIMENTAIS E REGULAMENTA;TRANSFERÊNCIAS REGIMENTAIS E REGULAMENTA
2021;2021-20101010301;ADMINISTRACAO CORPORATIVA;ADMINISTRAÇÃO CORPORATIVA
2021;2021-30703010101;RELAC. ATEND. CLIENTE;ATENDIMENTO DE CLIENTES
2021;2021-30703010103;CADASTRO INDUSTRIAL;ATENDIMENTO DE CLIENTES
2021;2021-30703010201;PREMIO DE JORNALISMO;MARKETING
2021;2021-30703020101;GERENCIA DE MERCADO;ATUAÇÃO COMERCIAL
2021;2021-30711010101;T&D DO SUPORTE AO NEGOCIO;T&D
2018;2018-30710010101;GESTAO DAS UNIDADES OPERACIONAIS;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010102;DIRETORIA TECNICA;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010103;ASSESSORIA DE RELACOES COM O MERCADO;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010104;GERENCIA EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010105;MODERNIZACAO GESTAO EXECUTIVA;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010106;PLANO DE MODERNIZ FISICA E TECNOLOGICA;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010107;MODERNIZAÇÃO DA GESTÃO COM TECNOLOGIA E;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010108;PLANEJAMENTO TATICO E OPERACIONAL;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010109;GERENCIA DE GESTAO, DE TECNOL E INOVACAO;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010111;MODERN TECNOL E DE MOB DA UNID SESI-SST;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010112;MUNDO SENAI;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010113;MODERNIZACAO FISICA E TECNOL 2016-2017;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010117;INSTALAÇÃO DE USINAS FOTOVOLTAICAS;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010118;GESTAO JUROS AMORTIZACOES BNDES;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010119;GC_APOIO_ADM;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010120;GC_COMPRAS_ALMOX_PATRIM;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010121;GC_DP_RH;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010122;GC_FINANC_CONTAB;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010123;GC_MANUTEN;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010125;GC_BIBLIOTECA;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010126;GC_RECEP_ATEND;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010127;CONSTRUCAO DO SESI SST;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010128;REVITALIZACAO SALAS DE AULAS MOVEIS E AL;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010130;PROJ REFORMA  ADEQUACAO ACESSIBILIDADE;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010131;AMPLIACAO ESTACIONAMENTO FATEC CG;GESTÃO DAS UNIDADES OPERACIONAIS
2018;2018-30710010132;REFORMA ECO SESI;GESTÃO DAS UNIDADES OPERACIONAIS
